name,model_size_mb,n_params,mean_acc,std_acc,mean_f1,mean_auc,train_time_s,mean_infer_ms
Config1_SimpleCNN_baseline,2.38,620810,0.5429285714285715,0.011739954455288358,0.5416684565974977,0.9038144841269841,2996.6895785331726,1.9469335000758292
Config2_MediumCNN_strongaug,9.03,2359466,0.3165714285714286,0.027149059441745456,0.27825751067963356,0.790972902494331,7492.946799755096,5.631996500087553
Config3_DeepCNN_sgd,29.7,7774538,0.4763571428571428,0.012031845499442254,0.46092974963729105,0.873798866213152,25676.131759643555,24.48610400002508
Config4_MobileNet_finetune,9.98,2554378,0.9130714285714285,0.005770261551034497,0.912837023170912,0.993838775510204,4636.988560438156,3.481236500083469
Config5_ResNet18_onecycle,43.22,11310410,0.21164285714285716,0.05041592314063534,0.1334956480875803,0.6938125992063492,4977.848662853241,5.0840280001284555
